variable,exposure,exposure_type,window,term,coefficient,coefficient_sd,RR,lower_95_CrI,upper_95_CrI,n_rows,n_strata,DIC,WAIC,pc_prior_U,pc_prior_alpha,elapsed_seconds,group_key,group_type,subgroup,group_order,subgroup_order,window_label,model_key,specification_order,status,error_message
uv,Wind speed,lag,3,uv_lag3,0.000552467150367927,0.0181237869233534,1.00055261978845,0.965618470411127,1.03675061887693,10008,2262,11261.0299604455,11259.8286468545,3,0.01,0.789999999999964,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__uv__lag__03,94,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.00355989990011349,0.00544742691068347,0.996446429031188,0.985859170911138,1.00714738664236,10008,2262,11260.9319909926,11259.7808262591,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__sp__lag__03,95,ok,
tp,Total precipitation,lag,3,tp_lag3,-0.0009543727213396,0.00250494442663939,0.999046082547462,0.994150852810523,1.00396541630559,10008,2262,11260.9417207184,11259.7313725122,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__tp__lag__03,96,ok,
PM25,PM2.5,lag,3,PM25_lag3,0.000437942962545472,0.00065949519460575,1.00043803887357,0.999145104031565,1.00173264708996,10008,2262,11260.4891248756,11259.2835516586,3,0.01,0.779999999999973,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__PM25__lag__03,97,ok,
PM10,PM10,lag,3,PM10_lag3,0.000449422365531133,0.00048010741635323,1.00044952337089,0.999508100475634,1.00139183324369,10008,2262,11259.9962954536,11258.7931442337,3,0.01,0.759999999999991,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__PM10__lag__03,98,ok,
O3,O3,lag,3,O3_lag3,-5.77178167540485e-05,0.000661016371455035,0.999942283848887,0.998647010649569,1.00123923690202,10008,2262,11261.0381291215,11259.8394450606,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__O3__lag__03,99,ok,
t2m,Temperature,mavg,4,t2m_mavg4,-0.000569077010288205,0.00252928096435084,0.999431084883322,0.994486508469853,1.00440024452305,10008,2262,11261.0093381296,11259.8078412316,3,0.01,0.78000000000003,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__t2m__mavg__04,100,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-0.00282447606658906,0.0022294636105201,0.997179509013133,0.992829599933826,1.00154848087487,10008,2262,11259.922443618,11258.7193204964,3,0.01,0.800000000000011,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__rh__mavg__04,101,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.000271193588500817,0.0037721630743987,0.999728843181156,0.992361292674012,1.00715109175692,10008,2262,11261.0375019373,11259.8338071026,3,0.01,0.819999999999993,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__ssr__mavg__04,102,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.00302674769088077,0.0255591494771931,0.996977828291965,0.948241838887722,1.04821866230217,10008,2262,11261.0341859242,11259.8356753691,3,0.01,0.759999999999991,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__uv__mavg__04,103,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.00364274790551848,0.00546474964818221,0.996363878851656,0.985744013227358,1.0070981585402,10008,2262,11260.9288073176,11259.7783177861,3,0.01,0.829999999999984,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__sp__mavg__04,104,ok,
tp,Total precipitation,mavg,4,tp_mavg4,-0.00170033093605867,0.0042014851724561,0.998301113807624,0.990110201975114,1.00655978641482,10008,2262,11260.9134694251,11259.7006709487,3,0.01,0.800000000000011,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__tp__mavg__04,105,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.000450750308789224,0.000752235772312265,1.00045085191198,0.99897621512821,1.00192766583509,10008,2262,11260.5692255767,11259.3728743419,3,0.01,0.779999999999973,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__PM25__mavg__04,106,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000413096888207609,0.000553535998055315,1.00041318222448,0.999327893788804,1.0014996496169,10008,2262,11260.3277824866,11259.1350082983,3,0.01,0.810000000000002,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__PM10__mavg__04,107,ok,
O3,O3,mavg,4,O3_mavg4,-0.000152709091010249,0.000766839612084074,0.999847302568429,0.998344965347176,1.00135190020639,10008,2262,11261.0271276111,11259.8300941259,3,0.01,0.850000000000023,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__O3__mavg__04,108,ok,
t2m,Temperature,lag,3,t2m_lag3,-0.00026956395149657,0.000891316317973569,0.999730472377601,0.997984686615697,1.00147931204957,82850,18783,93315.6239501455,93314.401325222,3,0.01,4.23000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__t2m__lag__03,109,ok,
rh,Relative humidity,lag,3,rh_lag3,-0.000438795000451051,0.000615979015781919,0.999561301255996,0.998354686287227,1.00076937460819,82850,18783,93315.2817431733,93314.0592001302,3,0.01,4.01999999999998,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__rh__lag__03,110,ok,
ssr,Solar radiation,lag,3,ssr_lag3,0.00121395966383672,0.000992515960250064,1.00121469681113,0.999268002341353,1.0031651836777,82850,18783,93314.1604984256,93312.9396130094,3,0.01,3.95999999999998,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__ssr__lag__03,111,ok,
uv,Wind speed,lag,3,uv_lag3,-0.0248347438052824,0.00643487465070115,0.975471101351465,0.963239790201713,0.987857726772087,82850,18783,93300.8283231163,93299.6257679284,3,0.01,3.98000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__uv__lag__03,112,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.000215900437686924,0.0024296069321272,0.999784122867135,0.995032261621012,1.00455867716337,82850,18783,93315.6406840608,93314.4420922163,3,0.01,4.04000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__sp__lag__03,113,ok,
tp,Total precipitation,lag,3,tp_lag3,0.000320867420246067,0.000785074652235878,1.0003209189037,0.998782156062647,1.00186205242331,82850,18783,93315.5188285347,93314.3402380255,3,0.01,4,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__tp__lag__03,114,ok,
PM25,PM2.5,lag,3,PM25_lag3,-0.000105893545088377,0.000221161116849837,0.999894112061435,0.999460576979754,1.00032783519769,82850,18783,93315.4957078066,93314.2794824585,3,0.01,3.95000000000005,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__PM25__lag__03,115,ok,
PM10,PM10,lag,3,PM10_lag3,-3.4336898221555e-05,0.000160149526920749,0.999965663691283,0.999651686438115,1.00027973956135,82850,18783,93315.6675799792,93314.4478751417,3,0.01,3.91999999999996,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__PM10__lag__03,116,ok,
O3,O3,lag,3,O3_lag3,4.4543029558249e-05,0.000176762544420423,1.00004454402161,0.9996979748284,1.00039123335951,82850,18783,93315.6267877921,93314.405775234,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__O3__lag__03,117,ok,
t2m,Temperature,mavg,4,t2m_mavg4,0.00041348793679315,0.000913936194079989,1.00041357343471,0.998622299602008,1.00220806035684,82850,18783,93315.4785972956,93314.2582256069,3,0.01,3.95000000000005,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__t2m__mavg__04,118,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-4.18399601574975e-06,0.000794383191651064,0.999995816012737,0.998439328505065,1.00155473004046,82850,18783,93315.6983947308,93314.4851994491,3,0.01,3.96999999999997,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__rh__mavg__04,119,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,0.00133550689097874,0.00132340365719583,1.00133639907744,0.998741236481753,1.00393830503976,82850,18783,93314.6331507394,93313.4094251279,3,0.01,3.92000000000002,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__ssr__mavg__04,120,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0338213138430133,0.0091517839950369,0.966744233016749,0.949550034226672,0.984249779469163,82850,18783,93302.1694969028,93300.9571566344,3,0.01,4,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__uv__mavg__04,121,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.000912893894452185,0.00243399515928664,0.999087522666411,0.994330416146113,1.00386738840117,82850,18783,93315.6976565593,93314.4960546228,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__sp__mavg__04,122,ok,
tp,Total precipitation,mavg,4,tp_mavg4,0.000962216848866809,0.00132218026284436,1.00096267992801,0.998370880937731,1.00356120729808,82850,18783,93315.1497593666,93313.9547248784,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__tp__mavg__04,123,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.000141689875684489,0.000249697770589622,1.00014169991417,0.999652117838497,1.00063152176788,82850,18783,93315.3536247732,93314.145585084,3,0.01,3.89999999999998,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__PM25__mavg__04,124,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000191628488287276,0.000183731714627594,1.0001916468502,0.999831363040481,1.0005520604904,82850,18783,93314.5618624425,93313.3537569521,3,0.01,4.01000000000005,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__PM10__mavg__04,125,ok,
O3,O3,mavg,4,O3_mavg4,8.81545835684796e-05,0.000205537347548632,1.0000881584693,0.99968516579955,1.00049131359238,82850,18783,93315.4947663373,93314.2757035988,3,0.01,4.42000000000002,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__O3__mavg__04,126,ok,
t2m,Temperature,lag,3,t2m_lag3,0.00098399895846152,0.00134975612339545,1.00098448324427,0.998338642685866,1.00363733601478,35686,8099,40219.0591113843,40217.8371696275,3,0.01,2,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__t2m__lag__03,127,ok,
rh,Relative humidity,lag,3,rh_lag3,-0.00296856469134096,0.00088850625201547,0.997035837140038,0.995300241429017,0.998774459713518,35686,8099,40209.1010114171,40207.8701935649,3,0.01,1.79000000000002,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__rh__lag__03,128,ok,
ssr,Solar radiation,lag,3,ssr_lag3,0.00380715386525643,0.00154254153649178,1.00381441028138,1.00078268908767,1.00685531572613,35686,8099,40213.4057037966,40212.1863388032,3,0.01,1.91999999999996,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__ssr__lag__03,129,ok,
uv,Wind speed,lag,3,uv_lag3,-0.0277223345850787,0.0100427373579946,0.972658402908688,0.95369139352951,0.992002627710721,35686,8099,40212.1142830078,40210.8959191071,3,0.01,1.82999999999998,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__uv__lag__03,130,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.00105580823905402,0.00444252382203756,0.99894474893036,0.990280387055712,1.0076849191564,35686,8099,40219.48565828,40218.3132931399,3,0.01,1.87,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__sp__lag__03,131,ok,
tp,Total precipitation,lag,3,tp_lag3,-0.00170614499407759,0.00114855962991834,0.998295309643901,0.996049467430063,1.00054621563526,35686,8099,40217.4743734127,40216.2906446903,3,0.01,2.03000000000003,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__tp__lag__03,132,ok,
PM25,PM2.5,lag,3,PM25_lag3,0.000678348296521604,0.000457712361760172,1.00067857842676,0.999780843790835,1.00157711921612,35686,8099,40217.3697569367,40216.1258098662,3,0.01,1.90000000000003,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__PM25__lag__03,133,ok,
PM10,PM10,lag,3,PM10_lag3,0.00107515431490141,0.000344638800562607,1.0010757325005,1.00039943158538,1.00175249067131,35686,8099,40209.8763205648,40208.6265605765,3,0.01,1.89000000000004,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__PM10__lag__03,134,ok,
O3,O3,lag,3,O3_lag3,0.000706728998031524,0.000271125283486646,1.00070697878981,1.00017509454196,1.00123914590672,35686,8099,40212.6548796469,40211.4500069098,3,0.01,1.92000000000002,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__O3__lag__03,135,ok,
t2m,Temperature,mavg,4,t2m_mavg4,0.0016557173892131,0.00138717661904554,1.00165708884606,0.998936167968099,1.00438542120328,35686,8099,40218.1303702043,40216.9046060427,3,0.01,1.95000000000005,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__t2m__mavg__04,136,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-0.00273086479564189,0.00108568963745328,0.997272860623647,0.995151995388032,0.999398246234828,35686,8099,40213.8663885039,40212.6321900215,3,0.01,1.98000000000002,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__rh__mavg__04,137,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0058139606541082,0.00200087990290944,1.00583089452507,1.00189222175072,1.00978505145669,35686,8099,40210.9819873552,40209.7554164875,3,0.01,2,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__ssr__mavg__04,138,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0505284982699816,0.0145881209268317,0.950726834216256,0.923915781226422,0.978315914044095,35686,8099,40207.8072780587,40206.5719880608,3,0.01,1.94999999999999,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__uv__mavg__04,139,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.0032044462251961,0.0044495376230003,0.99680068253287,0.988141326801968,1.00553592278681,35686,8099,40219.5440598835,40218.3645324997,3,0.01,1.91000000000003,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__sp__mavg__04,140,ok,
tp,Total precipitation,mavg,4,tp_mavg4,-0.00424676741641816,0.0017401259244486,0.995762237348769,0.992370273426897,0.999165795025341,35686,8099,40213.6789432396,40212.4886804163,3,0.01,1.91000000000003,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__tp__mavg__04,141,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.00118506518896176,0.000524000691520944,1.00118576765618,1.00015756426526,1.00221502819122,35686,8099,40214.4394252108,40213.2049992659,3,0.01,1.88,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__PM25__mavg__04,142,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.00141701896055425,0.000404362106809846,1.00141802340631,1.00062429981652,1.00221237670361,35686,8099,40207.2837653314,40206.0464788333,3,0.01,1.85000000000002,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__PM10__mavg__04,143,ok,
O3,O3,mavg,4,O3_mavg4,0.000833764860345899,0.000316486406632849,1.00083411253889,1.00021318914494,1.0014554214352,35686,8099,40212.4689345799,40211.2657482667,3,0.01,1.88999999999999,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__O3__mavg__04,144,ok,
t2m,Temperature,lag,3,t2m_lag3,0.00437834920532723,0.00201526194610756,1.00438794818032,1.00042671150391,1.00836486975851,39632,8956,44555.5393780466,44554.3161049556,3,0.01,2.03999999999996,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__t2m__lag__03,145,ok,
rh,Relative humidity,lag,3,rh_lag3,-0.00189859458854004,0.000950939340590805,0.998103206602075,0.996243780105217,0.999966103844248,39632,8956,44556.8992557996,44555.6675876383,3,0.01,1.99999999999994,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__rh__lag__03,146,ok,
ssr,Solar radiation,lag,3,ssr_lag3,0.00407372188302574,0.00138227301179131,1.00408203076688,1.00136415122517,1.00680728715795,39632,8956,44551.6322488725,44550.4155569568,3,0.01,1.97000000000003,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__ssr__lag__03,147,ok,
uv,Wind speed,lag,3,uv_lag3,-0.0236604080227969,0.00929673860897024,0.976617304852731,0.958974887502568,0.994584292347407,39632,8956,44554.1150365079,44552.9103301722,3,0.01,2.02999999999997,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__uv__lag__03,148,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.00120212859161612,0.00375384737131326,0.998798593675511,0.991473507617022,1.00617779832908,39632,8956,44560.4543845223,44559.2684161148,3,0.01,2.04999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__sp__lag__03,149,ok,
tp,Total precipitation,lag,3,tp_lag3,-0.00170373740388758,0.00105253003608853,0.998297713132788,0.996239444241593,1.00036023447376,39632,8956,44557.915347476,44556.725897816,3,0.01,1.98000000000002,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__tp__lag__03,150,ok,
PM25,PM2.5,lag,3,PM25_lag3,-0.000393844418370266,0.000480101928796063,0.999606233128162,0.998665614396677,1.00054773780276,39632,8956,44559.8877037379,44558.6625663256,3,0.01,2.00999999999999,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__PM25__lag__03,151,ok,
PM10,PM10,lag,3,PM10_lag3,6.54656963640694e-05,0.000262434703665284,1.00006546783929,0.999550958124072,1.00058024240441,39632,8956,44560.419667209,44559.1873251971,3,0.01,2.04999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__PM10__lag__03,152,ok,
O3,O3,lag,3,O3_lag3,0.000930782874210792,0.000296526550250349,1.00093121618702,1.0003493847456,1.00151338605349,39632,8956,44550.3957627516,44549.1865562182,3,0.01,2.05999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__O3__lag__03,153,ok,
t2m,Temperature,mavg,4,t2m_mavg4,0.00785633260721734,0.00226562561899368,1.00788727456526,1.00341949887601,1.01237494370919,39632,8956,44547.9767195858,44546.7555397748,3,0.01,2.02999999999997,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__t2m__mavg__04,154,ok,
rh,Relative humidity,mavg,4,rh_mavg4,-0.00260664611973435,0.00134015957612973,0.99739674823233,0.994779110466703,1.00002127426347,39632,8956,44557.2377354091,44556.006295664,3,0.01,2.06000000000006,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__rh__mavg__04,155,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0080741090839381,0.00215768149213871,1.00810679260691,1.00385050395322,1.01238112790966,39632,8956,44546.1349321917,44544.9012048921,3,0.01,2.0200000000001,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__ssr__mavg__04,156,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0140142950663201,0.0142936462040249,0.986083448033822,0.95882882048761,1.01411278555001,39632,8956,44559.6140653404,44558.4011065916,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__uv__mavg__04,157,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.00244288691858921,0.00376775786412965,0.997560094501408,0.99021708080495,1.00495756092711,39632,8956,44560.4467081497,44559.2554358381,3,0.01,2.0200000000001,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__sp__mavg__04,158,ok,
tp,Total precipitation,mavg,4,tp_mavg4,-0.00272489195729909,0.00202173206378942,0.997278817191016,0.993333015565717,1.00124029261706,39632,8956,44558.736934693,44557.5278850466,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__tp__mavg__04,159,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,-0.00016196214710656,0.000558500778408374,0.999838050968054,0.998743663069088,1.00093363806225,39632,8956,44560.4405573013,44559.2163564939,3,0.01,2.03000000000009,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__PM25__mavg__04,160,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000199302480227507,0.00031519898569267,1.00019932234229,0.999581316210519,1.00081771058461,39632,8956,44560.0498001121,44558.8248764915,3,0.01,2.06000000000006,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__PM10__mavg__04,161,ok,
O3,O3,mavg,4,O3_mavg4,0.00120483030058736,0.000389207190910667,1.00120555640019,1.00044173115342,1.00196996485921,39632,8956,44550.5678109513,44549.3487076629,3,0.01,2,Season__Spring,Season,Spring,5,1,Moving average 4,g05_s01__O3__mavg__04,162,ok,
t2m,Temperature,lag,3,t2m_lag3,-0.0120860961809893,0.00399974675843815,0.987986647322871,0.980268070722792,0.995765999044326,28367,6447,31996.5316606122,31995.3021300834,3,0.01,1.6099999999999,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__t2m__lag__03,163,ok,
rh,Relative humidity,lag,3,rh_lag3,0.00131250134081104,0.0012918628679677,1.00131336304765,0.998780031412834,1.00385312082997,28367,6447,32003.4968818727,32002.291796641,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__rh__lag__03,164,ok,
ssr,Solar radiation,lag,3,ssr_lag3,-0.00302042099071987,0.00178571469925446,0.996984135891705,0.993499191841389,1.00048130420503,28367,6447,32002.1287137923,32000.915368751,3,0.01,1.54999999999995,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__ssr__lag__03,165,ok,
uv,Wind speed,lag,3,uv_lag3,-0.0234776886836633,0.011484407472116,0.9767957680251,0.955044375607256,0.999042553852113,28367,6447,32000.7661492977,31999.5382834941,3,0.01,1.62,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__uv__lag__03,166,ok,
sp,Surface pressure,lag,3,sp_lag3,-0.00305064561990166,0.00432970906158233,0.99695400287128,0.988525563817404,1.00545430557804,28367,6447,32004.759975559,32003.5654230924,3,0.01,1.59000000000003,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__sp__lag__03,167,ok,
tp,Total precipitation,lag,3,tp_lag3,0.00171203756260203,0.000883991509970059,1.00171350393562,0.99997861811679,1.00345139966043,28367,6447,32001.0756472554,31999.8397815225,3,0.01,1.6400000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__tp__lag__03,168,ok,
PM25,PM2.5,lag,3,PM25_lag3,-3.03840411661566e-05,0.000695988419215035,0.999969616420424,0.998605824452877,1.0013352709042,28367,6447,32004.8489409633,32003.6098506366,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__PM25__lag__03,169,ok,
PM10,PM10,lag,3,PM10_lag3,-6.7304531281592e-05,0.000437474506864849,0.999932697733618,0.999075279162527,1.00079085215017,28367,6447,32004.8369024768,32003.604411703,3,0.01,1.63,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__PM10__lag__03,170,ok,
O3,O3,lag,3,O3_lag3,9.02251726042751e-05,0.000368082671642737,1.00009022924302,0.999368651117088,1.00081232872246,28367,6447,32004.7639429744,32003.5568994354,3,0.01,1.63999999999999,Season__Summer,Season,Summer,5,2,Single lag 3,g05_s02__O3__lag__03,171,ok,
t2m,Temperature,mavg,4,t2m_mavg4,-0.0129291410817812,0.00467377937123134,0.987154081212413,0.978148324654248,0.996242752615192,28367,6447,31998.0347462682,31996.8080144402,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__t2m__mavg__04,172,ok,
rh,Relative humidity,mavg,4,rh_mavg4,0.00142643205031263,0.00161842038274,1.00142744988841,0.998254395870754,1.00461059047498,28367,6447,32003.7119722625,32002.5014218937,3,0.01,1.63,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__rh__mavg__04,173,ok,
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.00304096724291729,0.002697543707165,0.996963651814648,0.991704020213939,1.00225117853005,28367,6447,32003.7167379246,32002.4841291627,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__ssr__mavg__04,174,ok,
uv,Wind speed,mavg,4,uv_mavg4,-0.0272409976902632,0.0151882404123442,0.973126691977422,0.944571747607709,1.0025448677296,28367,6447,32001.7563366381,32000.5306760492,3,0.01,1.55999999999995,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__uv__mavg__04,175,ok,
sp,Surface pressure,mavg,4,sp_mavg4,-0.003436332203723,0.00433499818587285,0.996569565228671,0.98813412781774,1.00507701413428,28367,6447,32004.7120318517,32003.5163987111,3,0.01,1.63999999999999,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__sp__mavg__04,176,ok,
tp,Total precipitation,mavg,4,tp_mavg4,0.0018242426509545,0.00145875361964314,1.00182590759385,0.998964308174882,1.00469570425435,28367,6447,32003.2240949719,32001.9943964785,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__tp__mavg__04,177,ok,
PM25,PM2.5,mavg,4,PM25_mavg4,0.000304792203148084,0.00077025327028529,1.00030483865701,0.998795128381909,1.00181683093708,28367,6447,32004.6541169674,32003.4299892958,3,0.01,1.58000000000004,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__PM25__mavg__04,178,ok,
PM10,PM10,mavg,4,PM10_mavg4,0.000129815218241136,0.000489285790785676,1.0001298236446,0.999170718359162,1.00108984959785,28367,6447,32004.7513377231,32003.5277043825,3,0.01,1.61000000000001,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__PM10__mavg__04,179,ok,
O3,O3,mavg,4,O3_mavg4,0.00052461976222222,0.000473688080218257,1.00052475739924,0.99959584635716,1.00145453216887,28367,6447,32003.4663777469,32002.2499303433,3,0.01,1.62,Season__Summer,Season,Summer,5,2,Moving average 4,g05_s02__O3__mavg__04,180,ok,
t2m,Temperature,lag,3,t2m_lag3,-0.00747869864022099,0.00220046519117647,0.992549197241505,0.988275678799864,0.996841194563796,27664,6323,31305.7552342703,31304.5279235047,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__t2m__lag__03,181,ok,
rh,Relative humidity,lag,3,rh_lag3,-0.00197291714578001,0.000972954475837728,0.998029027775985,0.996126736437276,0.999934952512879,27664,6323,31313.2105551506,31311.9817087953,3,0.01,1.63999999999999,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__rh__lag__03,182,ok,
ssr,Solar radiation,lag,3,ssr_lag3,-0.000168026077696929,0.00203655765860708,0.999831988037894,0.995847133411156,1.00383278791592,27664,6323,31316.9495928972,31315.7085736803,3,0.01,1.68000000000006,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__ssr__lag__03,183,ok,
uv,Wind speed,lag,3,uv_lag3,-0.0113555515506607,0.0108963064872845,0.988708679369114,0.967807448575303,1.01006130247297,27664,6323,31315.9345145103,31314.7173394328,3,0.01,1.57000000000005,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__uv__lag__03,184,ok,
sp,Surface pressure,lag,3,sp_lag3,1.58243679303191e-05,0.00417503329417405,1.00001582449314,0.991862290443642,1.00823638498714,27664,6323,31316.6051874915,31315.4245806348,3,0.01,1.53999999999996,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__sp__lag__03,185,ok,
tp,Total precipitation,lag,3,tp_lag3,-0.00364633613569887,0.00249280752439664,0.996360303675129,0.991501830852397,1.00124258355115,27664,6323,31314.8625179518,31313.6690445268,3,0.01,1.55999999999995,Season__Autumn,Season,Autumn,5,3,Single lag 3,g05_s03__tp__lag__03,186,ok,
