variable,exposure,exposure_type,window,term,coefficient,coefficient_sd,RR,lower_95_CrI,upper_95_CrI,n_rows,n_strata,DIC,WAIC,pc_prior_U,pc_prior_alpha,elapsed_seconds,group_key,group_type,subgroup,group_order,subgroup_order,window_label,model_key,specification_order,status,error_message,exposure_IQR,RR_per_IQR,lower_95_CrI_per_IQR,upper_95_CrI_per_IQR,interval_excludes_one
PM25,PM2.5,lag,3,PM25_lag3,-1.20571481045135e-05,0.000293210518774135,0.999987942924583,0.999413158363722,1.00056305805903,50260,11412,56662.8414692167,56661.6168199481,3,0.01,2.5,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__PM25__lag__03,79,ok,,36.1000005379319,0.999564831660162,0.979031753908243,1.02052854648108,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00140999803980764,0.000774077783935088,0.998590995540392,0.997076394368312,1.00010789763509,50260,11412,56659.8019739049,56658.5798865094,3,0.01,2.5,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__rh__lag__03,74,ok,,17.0719031525,0.97621605427624,0.951244058795116,1.00184361598316,FALSE
sp,Surface pressure,lag,3,sp_lag3,-0.000413534770817287,0.00318596285000624,0.999586550722901,0.993361242753339,1.0058508724421,50260,11412,56662.7413775969,56661.5491877087,3,0.01,2.61000000000001,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__sp__lag__03,77,ok,,2.05989783000001,0.999148523335128,0.986372943950319,1.01208957362152,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.00188597611384577,0.00128259504546025,1.00188775568536,0.999371132261229,1.00441071650684,50260,11412,56660.6059828961,56659.3918965816,3,0.01,2.5,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__ssr__lag__03,75,ok,,12.01635,1.02292129556228,0.992469426002824,1.05430751792603,FALSE
t2m,Temperature,lag,3,t2m_lag3,-0.000144955603186176,0.0011343702321795,0.99985505490237,0.997633461542076,1.00208159543434,50260,11412,56662.8311017652,56661.6088951366,3,0.01,2.52999999999997,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__t2m__lag__03,73,ok,,14.017089685,0.997970207131214,0.967334144903437,1.02957653194249,FALSE
tp,Total precipitation,lag,3,tp_lag3,-0.000844575638564307,0.000996067506060101,0.999155780915054,0.997206144862433,1.00110922869105,50260,11412,56662.1601830529,56660.9767554616,3,0.01,2.54999999999995,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__tp__lag__03,78,ok,,4.3586847345,0.996325528510386,0.987879475908681,1.00484379212261,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0169823547467391,0.00825425307851347,0.983161032607271,0.967375904399118,0.999203734028199,50260,11412,56658.6865800883,56657.4853932028,3,0.01,2.50999999999999,Sex__Female,Sex,Female,3,2,Single lag 3,g03_s02__uv__lag__03,76,ok,,1.5674244805,0.973732592651395,0.949339752446049,0.998752195210978,TRUE
O3,O3,mavg,4,O3_mavg4,0.000344249615223843,0.000264916399471767,1.00034430887592,0.999824790184063,1.0008640975232,50260,11412,56661.0579314417,56659.847765022,3,0.01,2.5,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__O3__mavg__04,90,ok,,50.4200007513166,1.01750857504141,0.991204059583815,1.0445111586389,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000290839182501122,0.000232875812518396,1.00029088148032,0.999834206561949,1.0007477649999,50260,11412,56661.2085339435,56659.9910660344,3,0.01,2.48000000000002,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__PM10__mavg__04,89,ok,,51.8650007728487,1.01519871781047,0.991437281014625,1.03952963759031,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000253807268448,0.000325007018009092,1.00025383948024,0.999616574271899,1.0008915109655,50260,11412,56662.1867924704,56660.970662942,3,0.01,2.52999999999997,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__PM25__mavg__04,88,ok,,34.0600005075336,1.0086821488042,0.987022952699562,1.03081663402595,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,-0.0013380648086058,0.000977967030150671,0.998662830000961,0.996749533184583,1.00057979967261,50260,11412,56661.2309195479,56660.0089893438,3,0.01,2.46999999999997,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__rh__mavg__04,83,ok,,12.692201948,0.983160409260174,0.959519369322687,1.00738392975605,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.0015589191582679,0.00318947024892874,0.998442295325027,0.992217289456152,1.00470635607231,50260,11412,56662.8215241252,56661.6243908956,3,0.01,2.53000000000003,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__sp__mavg__04,86,ok,,2.03758049750002,0.996828616221073,0.984206122288329,1.00961299475459,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0030265334177201,0.00168637713997844,1.00303111799394,0.999719754410045,1.00635344986372,50260,11412,56659.5029877241,56658.2824183884,3,0.01,2.51000000000005,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__ssr__mavg__04,84,ok,,8.35482483,1.02560856314236,0.997661008754298,1.05433901524509,FALSE
t2m,Temperature,mavg,4,t2m_mavg4,0.000666282072459912,0.00116261860059534,1.00066650408767,0.998387803302171,1.00295040577053,50260,11412,56662.4798949106,56661.260790365,3,0.01,2.48000000000002,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__t2m__mavg__04,82,ok,,13.9093081786,1.00931059913588,0.977807325984442,1.04182885416709,FALSE
tp,Total precipitation,mavg,4,tp_mavg4,-0.000924444664274914,0.00160983721631323,0.999075982503053,0.995927140877932,1.00223477985313,50260,11412,56662.5360520651,56661.3359121101,3,0.01,2.48000000000002,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__tp__mavg__04,87,ok,,5.5891422008,0.994846472538232,0.977447915512703,1.01255472344387,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.0256509710362226,0.0117635037228904,0.974675220129696,0.95244964884436,0.997419428242521,50260,11412,56658.208934489,56656.9978551251,3,0.01,2.5,Sex__Female,Sex,Female,3,2,Moving average 4,g03_s02__uv__mavg__04,85,ok,,1.06638842265,0.973016831346109,0.949374104376669,0.997248344070729,TRUE
O3,O3,lag,3,O3_lag3,-5.77178167540485e-05,0.000661016371455035,0.999942283848887,0.998647010649569,1.00123923690202,10008,2262,11261.0381291215,11259.8394450606,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__O3__lag__03,99,ok,,48.2000007182363,0.997221867363626,0.93682550212225,1.06151192855512,FALSE
PM10,PM10,lag,3,PM10_lag3,0.000449422365531133,0.00048010741635323,1.00044952337089,0.999508100475634,1.00139183324369,10008,2262,11259.9962954536,11258.7931442337,3,0.01,0.759999999999991,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__PM10__lag__03,98,ok,,60.0000008940695,1.02733219721,0.97091026185419,1.08703296442862,FALSE
PM25,PM2.5,lag,3,PM25_lag3,0.000437942962545472,0.00065949519460575,1.00043803887357,0.999145104031565,1.00173264708996,10008,2262,11260.4891248756,11259.2835516586,3,0.01,0.779999999999973,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__PM25__lag__03,97,ok,,38.5000005736947,1.01700374993286,0.967608638907283,1.0689204253304,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00254586759143276,0.00173201457170308,0.997457370381064,0.994075445312249,1.00085080488997,10008,2262,11259.329974535,11258.1057857976,3,0.01,0.75,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__rh__lag__03,92,ok,,16.6694554625,0.95844967055123,0.905694874296804,1.01427738642346,FALSE
sp,Surface pressure,lag,3,sp_lag3,-0.00355989990011349,0.00544742691068347,0.996446429031188,0.985859170911138,1.00714738664236,10008,2262,11260.9319909926,11259.7808262591,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__sp__lag__03,95,ok,,2.29045228750002,0.991879371036099,0.967906217388487,1.01644629692495,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.000317989001522366,0.00285855459527667,1.00031803956538,0.994726600314219,1.00594090871621,10008,2262,11261.0081751536,11259.8028043477,3,0.01,0.759999999999991,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__ssr__lag__03,93,ok,,11.982694125,1.00381763361001,0.938608579108918,1.07355703276514,FALSE
t2m,Temperature,lag,3,t2m_lag3,-0.000591162550580627,0.00245982392965457,0.999409012151573,0.994599998592312,1.00424127666656,10008,2262,11261.0032699698,11259.796869005,3,0.01,0.71999999999997,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__t2m__lag__03,91,ok,,14.43724759275,0.991501557560464,0.924804964057846,1.06300826622413,FALSE
tp,Total precipitation,lag,3,tp_lag3,-0.0009543727213396,0.00250494442663939,0.999046082547462,0.994150852810523,1.00396541630559,10008,2262,11260.9417207184,11259.7313725122,3,0.01,0.730000000000018,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__tp__lag__03,96,ok,,2.78686704375,0.997343824010041,0.983784258826015,1.01109028092068,FALSE
uv,Wind speed,lag,3,uv_lag3,0.000552467150367927,0.0181237869233534,1.00055261978845,0.965618470411127,1.03675061887693,10008,2262,11261.0299604455,11259.8286468545,3,0.01,0.789999999999964,Period__2005-2010,Period,2005-2010,4,1,Single lag 3,g04_s01__uv__lag__03,94,ok,,1.6145259885,1.0008923704979,0.945079164778935,1.06000172008381,FALSE
O3,O3,mavg,4,O3_mavg4,-0.000152709091010249,0.000766839612084074,0.999847302568429,0.998344965347176,1.00135190020639,10008,2262,11261.0271276111,11259.8300941259,3,0.01,0.850000000000023,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__O3__mavg__04,108,ok,,42.180000628531,0.993579430952248,0.932517654716109,1.05863955110643,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000413096888207609,0.000553535998055315,1.00041318222448,0.999327893788804,1.0014996496169,10008,2262,11260.3277824866,11259.1350082983,3,0.01,0.810000000000002,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__PM10__mavg__04,107,ok,,52.3350007798523,1.02185481904993,0.965425342864025,1.08158263717108,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000450750308789224,0.000752235772312265,1.00045085191198,0.99897621512821,1.00192766583509,10008,2262,11260.5692255767,11259.3728743419,3,0.01,0.779999999999973,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__PM25__mavg__04,106,ok,,34.0600005075335,1.01547101165406,0.965713594077905,1.06779214288062,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,-0.00282447606658906,0.0022294636105201,0.997179509013133,0.992829599933826,1.00154848087487,10008,2262,11259.922443618,11258.7193204964,3,0.01,0.800000000000011,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__rh__mavg__04,101,ok,,12.8409701845,0.964380827645861,0.911734374915578,1.02006731235663,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.00364274790551848,0.00546474964818221,0.996363878851656,0.985744013227358,1.0070981585402,10008,2262,11260.9288073176,11259.7783177861,3,0.01,0.829999999999984,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__sp__mavg__04,104,ok,,2.24739985149999,0.991846708755661,0.968245634185891,1.01602306494048,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,-0.000271193588500817,0.0037721630743987,0.999728843181156,0.992361292674012,1.00715109175692,10008,2262,11261.0375019373,11259.8338071026,3,0.01,0.819999999999993,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__ssr__mavg__04,102,ok,,8.3336423,0.997742521585143,0.938096334556566,1.0611811368476,FALSE
t2m,Temperature,mavg,4,t2m_mavg4,-0.000569077010288205,0.00252928096435084,0.999431084883322,0.994486508469853,1.00440024452305,10008,2262,11261.0093381296,11259.8078412316,3,0.01,0.78000000000003,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__t2m__mavg__04,100,ok,,14.41592140185,0.991829789631663,0.923391493494753,1.06534045658569,FALSE
tp,Total precipitation,mavg,4,tp_mavg4,-0.00170033093605867,0.0042014851724561,0.998301113807624,0.990110201975114,1.00655978641482,10008,2262,11260.9134694251,11259.7006709487,3,0.01,0.800000000000011,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__tp__mavg__04,105,ok,,4.71201719635,0.992020021824424,0.954246871577081,1.03128839207203,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.00302674769088077,0.0255591494771931,0.996977828291965,0.948241838887722,1.04821866230217,10008,2262,11261.0341859242,11259.8356753691,3,0.01,0.759999999999991,Period__2005-2010,Period,2005-2010,4,1,Moving average 4,g04_s01__uv__mavg__04,103,ok,,1.13656578855,0.996565812481325,0.941384523475426,1.05498167419959,FALSE
O3,O3,lag,3,O3_lag3,4.4543029558249e-05,0.000176762544420423,1.00004454402161,0.9996979748284,1.00039123335951,82850,18783,93315.6267877921,93314.405775234,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__O3__lag__03,117,ok,,58.2000008672474,1.00259576754472,0.982573115434507,1.02302643661097,FALSE
PM10,PM10,lag,3,PM10_lag3,-3.4336898221555e-05,0.000160149526920749,0.999965663691283,0.999651686438115,1.00027973956135,82850,18783,93315.6675799792,93314.4478751417,3,0.01,3.91999999999996,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__PM10__lag__03,116,ok,,56.5000008419154,0.998061845872671,0.980509303669218,1.01592860415097,FALSE
PM25,PM2.5,lag,3,PM25_lag3,-0.000105893545088377,0.000221161116849837,0.999894112061435,0.999460576979754,1.00032783519769,82850,18783,93315.4957078066,93314.2794824585,3,0.01,3.95000000000005,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__PM25__lag__03,115,ok,,37.2000005543232,0.996068508691743,0.980128149789542,1.01226811436609,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.000438795000451051,0.000615979015781919,0.999561301255996,0.998354686287227,1.00076937460819,82850,18783,93315.2817431733,93314.0592001302,3,0.01,4.01999999999998,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__rh__lag__03,110,ok,,17.19717101,0.992482367163139,0.972079153971764,1.01331382963449,FALSE
sp,Surface pressure,lag,3,sp_lag3,-0.000215900437686924,0.0024296069321272,0.999784122867135,0.995032261621012,1.00455867716337,82850,18783,93315.6406840608,93314.4420922163,3,0.01,4.04000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__sp__lag__03,113,ok,,2.08944231500001,0.999548990225169,0.98964828113684,1.00954874896307,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.00121395966383672,0.000992515960250064,1.00121469681113,0.999268002341353,1.0031651836777,82850,18783,93314.1604984256,93312.9396130094,3,0.01,3.95999999999998,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__ssr__lag__03,111,ok,,11.983778,1.01465415771094,0.991263081067695,1.03859719931118,FALSE
t2m,Temperature,lag,3,t2m_lag3,-0.00026956395149657,0.000891316317973569,0.999730472377601,0.997984686615697,1.00147931204957,82850,18783,93315.6239501455,93314.401325222,3,0.01,4.23000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__t2m__lag__03,109,ok,,14.070668534,0.996214239119828,0.972013662066,1.02101734654816,FALSE
tp,Total precipitation,lag,3,tp_lag3,0.000320867420246067,0.000785074652235878,1.0003209189037,0.998782156062647,1.00186205242331,82850,18783,93315.5188285347,93314.3402380255,3,0.01,4,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__tp__lag__03,114,ok,,4.181617499,1.00134264536166,0.994917299846903,1.0078094868545,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0248347438052824,0.00643487465070115,0.975471101351465,0.963239790201713,0.987857726772087,82850,18783,93300.8283231163,93299.6257679284,3,0.01,3.98000000000002,Period__2011-2019,Period,2011-2019,4,2,Single lag 3,g04_s02__uv__lag__03,112,ok,,1.5787731985,0.961550274343607,0.942584577199836,0.980897579190036,TRUE
O3,O3,mavg,4,O3_mavg4,8.81545835684796e-05,0.000205537347548632,1.0000881584693,0.99968516579955,1.00049131359238,82850,18783,93315.4947663373,93314.2757035988,3,0.01,4.42000000000002,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__O3__mavg__04,126,ok,,52.7600007861851,1.004661868754,0.983523971275357,1.02625406188253,FALSE
PM10,PM10,mavg,4,PM10_mavg4,0.000191628488287276,0.000183731714627594,1.0001916468502,0.999831363040481,1.0005520604904,82850,18783,93314.5618624425,93313.3537569521,3,0.01,4.01000000000005,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__PM10__mavg__04,125,ok,,52.1200007766486,1.01003772027059,0.991248420328711,1.02918317514444,FALSE
PM25,PM2.5,mavg,4,PM25_mavg4,0.000141689875684489,0.000249697770589622,1.00014169991417,0.999652117838497,1.00063152176788,82850,18783,93315.3536247732,93314.145585084,3,0.01,3.89999999999998,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__PM25__mavg__04,124,ok,,34.440000513196,1.00489172500264,0.988088365663535,1.02198084119762,FALSE
rh,Relative humidity,mavg,4,rh_mavg4,-4.18399601574975e-06,0.000794383191651064,0.999995816012737,0.998439328505065,1.00155473004046,82850,18783,93315.6983947308,93314.4851994491,3,0.01,3.96999999999997,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__rh__mavg__04,119,ok,,12.5188884505,0.999947622392356,0.980636788321161,1.01963872907262,FALSE
sp,Surface pressure,mavg,4,sp_mavg4,-0.000912893894452185,0.00243399515928664,0.999087522666411,0.994330416146113,1.00386738840117,82850,18783,93315.6976565593,93314.4960546228,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__sp__mavg__04,122,ok,,2.06713572950001,0.998114703821202,0.988315649795882,1.00801091476259,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,0.00133550689097874,0.00132340365719583,1.00133639907744,0.998741236481753,1.00393830503976,82850,18783,93314.6331507394,93313.4094251279,3,0.01,3.92000000000002,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__ssr__mavg__04,120,ok,,8.1098266,1.01088959398146,0.989837209510906,1.03238973184585,FALSE
t2m,Temperature,mavg,4,t2m_mavg4,0.00041348793679315,0.000913936194079989,1.00041357343471,0.998622299602008,1.00220806035684,82850,18783,93315.4785972956,93314.2582256069,3,0.01,3.95000000000005,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__t2m__mavg__04,118,ok,,13.86032177615,1.00574752988782,0.981072873981943,1.03104277033075,FALSE
tp,Total precipitation,mavg,4,tp_mavg4,0.000962216848866809,0.00132218026284436,1.00096267992801,0.998370880937731,1.00356120729808,82850,18783,93315.1497593666,93313.9547248784,3,0.01,3.94,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__tp__mavg__04,123,ok,,5.400533622,1.00521000958683,0.991233366353798,1.019383727034,FALSE
uv,Wind speed,mavg,4,uv_mavg4,-0.0338213138430133,0.0091517839950369,0.966744233016749,0.949550034226672,0.984249779469163,82850,18783,93302.1694969028,93300.9571566344,3,0.01,4,Period__2011-2019,Period,2011-2019,4,2,Moving average 4,g04_s02__uv__mavg__04,121,ok,,1.06243260425,0.964705055292299,0.946486087983315,0.983274720269944,TRUE
O3,O3,lag,3,O3_lag3,0.000706728998031524,0.000271125283486646,1.00070697878981,1.00017509454196,1.00123914590672,35686,8099,40212.6548796469,40211.4500069098,3,0.01,1.92000000000002,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__O3__lag__03,135,ok,,55.3000008240345,1.03985586704961,1.00972890175246,1.07088172223226,TRUE
PM10,PM10,lag,3,PM10_lag3,0.00107515431490141,0.000344638800562607,1.0010757325005,1.00039943158538,1.00175249067131,35686,8099,40209.8763205648,40208.6265605765,3,0.01,1.89000000000004,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__PM10__lag__03,134,ok,,37.1000005528331,1.04069444477441,1.0149262535524,1.06711687259563,TRUE
PM25,PM2.5,lag,3,PM25_lag3,0.000678348296521604,0.000457712361760172,1.00067857842676,0.999780843790835,1.00157711921612,35686,8099,40217.3697569367,40216.1258098662,3,0.01,1.90000000000003,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__PM25__lag__03,133,ok,,24.5000003650784,1.01675840622608,0.994644476572624,1.0393639961087,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00296856469134096,0.00088850625201547,0.997035837140038,0.995300241429017,0.998774459713518,35686,8099,40209.1010114171,40207.8701935649,3,0.01,1.79000000000002,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__rh__lag__03,128,ok,,16.9628490275,0.950891498753473,0.923200151102148,0.979413452908257,TRUE
sp,Surface pressure,lag,3,sp_lag3,-0.00105580823905402,0.00444252382203756,0.99894474893036,0.990280387055712,1.0076849191564,35686,8099,40219.48565828,40218.3132931399,3,0.01,1.87,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__sp__lag__03,131,ok,,1.98315923,0.997908354690755,0.980816562743873,1.01529799036225,FALSE
ssr,Solar radiation,lag,3,ssr_lag3,0.00380715386525643,0.00154254153649178,1.00381441028138,1.00078268908767,1.00685531572613,35686,8099,40213.4057037966,40212.1863388032,3,0.01,1.91999999999996,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__ssr__lag__03,129,ok,,11.9268335,1.04645398363966,1.00937502392709,1.08489502443763,TRUE
t2m,Temperature,lag,3,t2m_lag3,0.00098399895846152,0.00134975612339545,1.00098448324427,0.998338642685866,1.00363733601478,35686,8099,40219.0591113843,40217.8371696275,3,0.01,2,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__t2m__lag__03,127,ok,,13.479322115,1.01335199117263,0.977836703027901,1.05015720526531,FALSE
tp,Total precipitation,lag,3,tp_lag3,-0.00170614499407759,0.00114855962991834,0.998295309643901,0.996049467430063,1.00054621563526,35686,8099,40217.4743734127,40216.2906446903,3,0.01,2.03000000000003,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__tp__lag__03,132,ok,,5.281556069,0.991029377841687,0.979310739324359,1.00288824387253,FALSE
uv,Wind speed,lag,3,uv_lag3,-0.0277223345850787,0.0100427373579946,0.972658402908688,0.95369139352951,0.992002627710721,35686,8099,40212.1142830078,40210.8959191071,3,0.01,1.82999999999998,Period__2020-2024,Period,2020-2024,4,3,Single lag 3,g04_s03__uv__lag__03,130,ok,,1.48722404475,0.959609044699708,0.931911946925857,0.988129319740272,TRUE
O3,O3,mavg,4,O3_mavg4,0.000833764860345899,0.000316486406632849,1.00083411253889,1.00021318914494,1.0014554214352,35686,8099,40212.4689345799,40211.2657482667,3,0.01,1.88999999999999,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__O3__mavg__04,144,ok,,47.9950007151812,1.0408279946205,1.01028343746975,1.07229602724866,TRUE
PM10,PM10,mavg,4,PM10_mavg4,0.00141701896055425,0.000404362106809846,1.00141802340631,1.00062429981652,1.00221237670361,35686,8099,40207.2837653314,40206.0464788333,3,0.01,1.85000000000002,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__PM10__mavg__04,143,ok,,34.9200005203486,1.05072699716639,1.02203296608957,1.08022662984905,TRUE
PM25,PM2.5,mavg,4,PM25_mavg4,0.00118506518896176,0.000524000691520944,1.00118576765618,1.00015756426526,1.00221502819122,35686,8099,40214.4394252108,40213.2049992659,3,0.01,1.88,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__PM25__mavg__04,142,ok,,22.7600003391504,1.02733912326971,1.00359231719517,1.0516478242381,TRUE
rh,Relative humidity,mavg,4,rh_mavg4,-0.00273086479564189,0.00108568963745328,0.997272860623647,0.995151995388032,0.999398246234828,35686,8099,40213.8663885039,40212.6321900215,3,0.01,1.98000000000002,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__rh__mavg__04,137,ok,,12.8289468945,0.965572470904173,0.939557703097587,0.992307548755688,TRUE
sp,Surface pressure,mavg,4,sp_mavg4,-0.0032044462251961,0.0044495376230003,0.99680068253287,0.988141326801968,1.00553592278681,35686,8099,40219.5440598835,40218.3645324997,3,0.01,1.91000000000003,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__sp__mavg__04,140,ok,,1.96137461000001,0.993734590583181,0.976873305095593,1.01088691004653,FALSE
ssr,Solar radiation,mavg,4,ssr_mavg4,0.0058139606541082,0.00200087990290944,1.00583089452507,1.00189222175072,1.00978505145669,35686,8099,40210.9819873552,40209.7554164875,3,0.01,2,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__ssr__mavg__04,138,ok,,8.551214,1.05097302101447,1.01629687226469,1.0868323262335,TRUE
t2m,Temperature,mavg,4,t2m_mavg4,0.0016557173892131,0.00138717661904554,1.00165708884606,0.998936167968099,1.00438542120328,35686,8099,40218.1303702043,40216.9046060427,3,0.01,1.95000000000005,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__t2m__mavg__04,136,ok,,13.58535496355,1.02274839492238,0.98564381822308,1.06124977663016,FALSE
tp,Total precipitation,mavg,4,tp_mavg4,-0.00424676741641816,0.0017401259244486,0.995762237348769,0.992370273426897,0.999165795025341,35686,8099,40213.6789432396,40212.4886804163,3,0.01,1.91000000000003,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__tp__mavg__04,141,ok,,6.4430143448,0.973008964692264,0.951850846936838,0.994637392685422,TRUE
uv,Wind speed,mavg,4,uv_mavg4,-0.0505284982699816,0.0145881209268317,0.950726834216256,0.923915781226422,0.978315914044095,35686,8099,40207.8072780587,40206.5719880608,3,0.01,1.94999999999999,Period__2020-2024,Period,2020-2024,4,3,Moving average 4,g04_s03__uv__mavg__04,139,ok,,1.0408346989,0.948767206676155,0.920935032850067,0.977440513195197,TRUE
O3,O3,lag,3,O3_lag3,0.000930782874210792,0.000296526550250349,1.00093121618702,1.0003493847456,1.00151338605349,39632,8956,44550.3957627516,44549.1865562182,3,0.01,2.05999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__O3__lag__03,153,ok,,49.1000007316471,1.04676184287888,1.01729973177228,1.07707720971158,TRUE
PM10,PM10,lag,3,PM10_lag3,6.54656963640694e-05,0.000262434703665284,1.00006546783929,0.999550958124072,1.00058024240441,39632,8956,44560.419667209,44559.1873251971,3,0.01,2.04999999999995,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__PM10__lag__03,152,ok,,50.6000007539988,1.00331805688965,0.977529682118473,1.02978675966706,FALSE
PM25,PM2.5,lag,3,PM25_lag3,-0.000393844418370266,0.000480101928796063,0.999606233128162,0.998665614396677,1.00054773780276,39632,8956,44559.8877037379,44558.6625663256,3,0.01,2.00999999999999,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__PM25__lag__03,151,ok,,27.5000004097819,0.989227719422656,0.963945896910736,1.01517261906322,FALSE
rh,Relative humidity,lag,3,rh_lag3,-0.00189859458854004,0.000950939340590805,0.998103206602075,0.996243780105217,0.999966103844248,39632,8956,44556.8992557996,44555.6675876383,3,0.01,1.99999999999994,Season__Spring,Season,Spring,5,1,Single lag 3,g05_s01__rh__lag__03,146,ok,,16.1870831675,0.969734740285341,0.940901591132311,0.999451461310891,TRUE
