variable,exposure_type,lag_window,exposure_value,exposure_probability,reference_value,RR,sensitivity_key,sensitivity_label,sensitivity_order,model_key,specification_order
tp,mavg,4,1.60551437768667,0.49,1.71011980366667,1.00038370039713,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,1.71011980366667,0.5,1.71011980366667,1,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,1.817177666,0.51,1.71011980366667,0.999625423365727,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,1.9250722168,0.52,1.71011980366667,0.999266942959735,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.04012207307333,0.53,1.71011980366667,0.998905124260138,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.15898224425,0.54,1.71011980366667,0.998552796964838,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.279616854975,0.55,1.71011980366667,0.998216798914885,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.402597156,0.56,1.71011980366667,0.997895887474722,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.526673157101,0.57,1.71011980366667,0.997593443400614,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.65367156700667,0.58,1.71011980366667,0.997305221692808,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.787148002705,0.59,1.71011980366667,0.997024636248829,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,2.9239510642,0.6,1.71011980366667,0.996759788010861,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.0676679012625,0.61,1.71011980366667,0.99650517527755,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.21735287568,0.62,1.71011980366667,0.996264406676221,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.36777555523833,0.63,1.71011980366667,0.996046160225265,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.528057681112,0.64,1.71011980366667,0.995838176506021,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.6960307052,0.65,1.71011980366667,0.995645590395793,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,3.86856877433333,0.66,1.71011980366667,0.99547278161168,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,4.04530899192334,0.67,1.71011980366667,0.995319845680199,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,4.2277485685,0.68,1.71011980366667,0.995185145285472,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,4.4187834916075,0.69,1.71011980366667,0.995066627258389,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,4.61239914116667,0.7,1.71011980366667,0.994967127215343,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,4.820781341126,0.71,1.71011980366667,0.994879826237778,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,5.037450373008,0.72,1.71011980366667,0.994806905755482,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,5.258444184735,0.73,1.71011980366667,0.99474700136389,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,5.484584468432,0.74,1.71011980366667,0.994696238438415,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,5.7295827435,0.75,1.71011980366667,0.994647805577326,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,5.98963632524533,0.76,1.71011980366667,0.994598499248091,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,6.2605676797095,0.77,1.71011980366667,0.994548263235942,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,6.54506113037933,0.78,1.71011980366667,0.994496755012286,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,6.859385965,0.79,1.71011980366667,0.994441323550779,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,7.182765007,0.8,1.71011980366667,0.994385911934685,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,7.53518230203667,0.81,1.71011980366667,0.99432738837693,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,7.90621116333833,0.82,1.71011980366667,0.994267870998096,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,8.29151262697001,0.83,1.71011980366667,0.994208336370751,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,8.71735204291201,0.84,1.71011980366667,0.994145225967034,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,9.16239049195,0.85,1.71011980366667,0.994082279817223,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,9.65353053913,0.86,1.71011980366667,0.994016375287397,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,10.19124061384,0.87,1.71011980366667,0.993948497116071,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,10.7746428354067,0.88,1.71011980366667,0.993879892051395,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,11.40943005137,0.89,1.71011980366667,0.993811186949098,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,12.126063685,0.9,1.71011980366667,0.993741041870391,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,12.915981802545,0.91,1.71011980366667,0.993672807044012,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,13.8494062882,0.92,1.71011980366667,0.993604404511771,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,14.88851346738,0.93,1.71011980366667,0.993543768207988,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,16.12943569846,0.94,1.71011980366667,0.993492653333707,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,17.720990154,0.95,1.71011980366667,0.993460816483307,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,19.710942011,0.96,1.71011980366667,0.993473906149889,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,22.385839983,0.97,1.71011980366667,0.993583183943499,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,26.3409920885,0.98,1.71011980366667,0.993934813513897,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
tp,mavg,4,33.8058957175149,0.99,1.71011980366667,0.995202855552705,lag5,Maximum lag = 5 days,1,lag5__tp__mavg,15
PM25,mavg,4,11.3000001683831,0.01,42.6333339686195,1.00522965894803,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,12.7500001899898,0.02,42.6333339686195,1.00526333534086,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,13.8666668732961,0.03,42.6333339686195,1.0052784745151,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,14.9000002220273,0.04,42.6333339686195,1.00528314398955,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,15.8666669030984,0.05,42.6333339686195,1.00527865255025,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,16.7333335826794,0.06,42.6333339686195,1.00526679145976,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,17.5000002607703,0.07,42.6333339686195,1.00524972948521,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,18.2333336050312,0.08,42.6333339686195,1.00522732260877,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,18.950000282377,0.09,42.6333339686195,1.00519939552508,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,19.6250002924353,0.1,42.6333339686195,1.00516739971227,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,20.3000003024936,0.11,42.6333339686195,1.00512965379074,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,20.9000003114343,0.12,42.6333339686195,1.00509109399659,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,21.520000320673,0.13,42.6333339686195,1.00504612386991,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,22.1250003296882,0.14,42.6333339686195,1.00499705666535,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,22.7400003388524,0.15,42.6333339686195,1.00494176235037,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,23.3250003475696,0.16,42.6333339686195,1.0048839448856,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,23.9000003561378,0.17,42.6333339686195,1.00482201274509,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,24.5000003650784,0.18,42.6333339686195,1.00475184457519,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,25.0500003732741,0.19,42.6333339686195,1.00468241905494,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,25.6166670483848,0.2,42.6333339686195,1.0046056520573,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,26.1800003901124,0.21,42.6333339686195,1.00452393900872,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,26.720000398159,0.22,42.6333339686195,1.00444043905594,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,27.3000004068017,0.23,42.6333339686195,1.00434498426158,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,27.8500004149973,0.24,42.6333339686195,1.00424882229643,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,28.400000423193,0.25,42.6333339686195,1.00414704400551,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,28.9500004313886,0.26,42.6333339686195,1.00403957767139,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,29.5000004395843,0.27,42.6333339686195,1.00392654231168,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,30.0000004470349,0.28,42.6333339686195,1.0038190905458,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,30.5600004553795,0.29,42.6333339686195,1.00369359869585,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,31.1000004634261,0.3,42.6333339686195,1.00356759808543,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,31.6250004712492,0.31,42.6333339686195,1.00344055162713,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,32.1750004794449,0.32,42.6333339686195,1.00330280774222,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,32.700000487268,0.33,42.6333339686195,1.00316703937772,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,33.2500004954636,0.34,42.6333339686195,1.00302047660956,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,33.8000005036592,0.35,42.6333339686195,1.00286964800917,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,34.3166671780248,0.36,42.6333339686195,1.00272422334361,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,34.9000005200505,0.37,42.6333339686195,1.00255585955368,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,35.4400005280972,0.38,42.6333339686195,1.00239622217476,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,36.0000005364418,0.39,42.6333339686195,1.00222700595445,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,36.5666672115525,0.4,42.6333339686195,1.00205215262483,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,37.1333338866631,0.41,42.6333339686195,1.00187383635033,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,37.7000005617738,0.42,42.6333339686195,1.00169223887466,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,38.3000005707145,0.43,42.6333339686195,1.00149658466792,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,38.8800005793571,0.44,42.6333339686195,1.00130435171871,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,39.4666672547659,0.45,42.6333339686195,1.00110700938365,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,40.1000005975366,0.46,42.6333339686195,1.00089092674247,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,40.7000006064773,0.47,42.6333339686195,1.00068352639056,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,41.300000615418,0.48,42.6333339686195,1.00047372716995,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,41.9800006255507,0.49,42.6333339686195,1.00023332589964,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,42.6333339686195,0.5,42.6333339686195,1,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,43.3000006452203,0.51,42.6333339686195,0.999759809626022,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,43.9666673218211,0.52,42.6333339686195,0.999517698688944,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,44.6500006653369,0.53,42.6333339686195,0.999267737760103,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,45.3250006753951,0.54,42.6333339686195,0.999019234270516,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,46.025000685826,0.55,42.6333339686195,0.998760065214909,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,46.7500006966293,0.56,42.6333339686195,0.998490299010503,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,47.5000007078052,0.57,42.6333339686195,0.998210046950158,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,48.233334052066,0.58,42.6333339686195,0.997935110686575,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,49.0000007301569,0.59,42.6333339686195,0.997646984033093,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,49.8000007420778,0.6,42.6333339686195,0.99734587602035,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,50.6000007539988,0.61,42.6333339686195,0.997044620670624,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,51.4200007662177,0.62,42.6333339686195,0.996736016430122,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,52.2666674455007,0.63,42.6333339686195,0.996417932842389,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,53.1500007919967,0.64,42.6333339686195,0.996087082265381,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,54.0166674715777,0.65,42.6333339686195,0.995763884190539,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,54.9200008183718,0.66,42.6333339686195,0.995428939221278,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,55.8600008323788,0.67,42.6333339686195,0.995082973645357,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,56.800000846386,0.68,42.6333339686195,0.994740143468552,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,57.7666675274571,0.69,42.6333339686195,0.994391400166013,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,58.8000008761883,0.7,42.6333339686195,0.994023507957253,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,59.8200008913875,0.71,42.6333339686195,0.993665983108164,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,60.9000009074807,0.72,42.6333339686195,0.993294245425231,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,61.9500009231269,0.73,42.6333339686195,0.992940281689325,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,63.0666676064332,0.74,42.6333339686195,0.992572708071749,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,64.2250009570271,0.75,42.6333339686195,0.992201972461116,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,65.450000975281,0.76,42.6333339686195,0.991822438149127,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,66.7000009939075,0.77,42.6333339686195,0.9914485581103,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,68.000001013279,0.78,42.6333339686195,0.991073995795427,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,69.4000010341406,0.79,42.6333339686195,0.990686795150871,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,70.8000010550022,0.8,42.6333339686195,0.990316260072996,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,72.34000107795,0.81,42.6333339686195,0.989927789801808,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,73.9333344350258,0.82,42.6333339686195,0.989546798379082,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,75.6000011265278,0.83,42.6333339686195,0.989170882891358,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,77.4000011533498,0.84,42.6333339686195,0.988790658748086,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,79.3000011816621,0.85,42.6333339686195,0.988418096898984,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,81.3000012114644,0.86,42.6333339686195,0.988057584946056,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,83.4750012438744,0.87,42.6333339686195,0.987702040564504,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,85.8166679454347,0.88,42.6333339686195,0.987361354390466,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,88.4000013172627,0.89,42.6333339686195,0.987035606989171,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,91.2333346928159,0.9,42.6333339686195,0.986738054655892,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,94.3833347397546,0.91,42.6333339686195,0.986479633263366,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,97.8200014576315,0.92,42.6333339686195,0.986283394475585,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,101.660001514852,0.93,42.6333339686195,0.986168253030645,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,106.100001581013,0.94,42.6333339686195,0.986169710237642,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,111.180001656711,0.95,42.6333339686195,0.986344888127896,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,117.240001747012,0.96,42.6333339686195,0.986790432250899,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,124.400001853704,0.97,42.6333339686195,0.987639508234578,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,133.876501994915,0.98,42.6333339686195,0.989282537196277,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM25,mavg,4,150.200002238154,0.99,42.6333339686195,0.993431732116141,lag5,Maximum lag = 5 days,1,lag5__PM25__mavg,16
PM10,mavg,4,20.3000003024936,0.01,69.8000010401011,1.00531561516858,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,22.7500003390014,0.02,69.8000010401011,1.00372860228863,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,24.4250003639609,0.03,69.8000010401011,1.00269881196912,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,25.9500003866852,0.04,69.8000010401011,1.00180438208027,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,27.3200004070997,0.05,69.8000010401011,1.00103864263398,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,28.6166670930882,0.06,69.8000010401011,1.00034900098191,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,29.8000004440546,0.07,69.8000010401011,0.999751124483623,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,30.9000004604459,0.08,69.8000010401011,0.999223645403061,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,32.0000004768372,0.09,69.8000010401011,0.998724650546363,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,33.0400004923344,0.1,69.8000010401011,0.998280147009638,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,34.0500005073846,0.11,69.8000010401011,0.997874813064701,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,35.0400005221367,0.12,69.8000010401011,0.99750360116918,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,36.0333338702718,0.13,69.8000010401011,0.997157986987151,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,37.000000551343,0.14,69.8000010401011,0.996848307539776,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,38.0000005662441,0.15,69.8000010401011,0.996556491854122,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,38.9333339134852,0.16,69.8000010401011,0.996311104396803,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,39.8800005942583,0.17,69.8000010401011,0.996089586940187,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,40.7666672741373,0.18,69.8000010401011,0.995907791247534,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,41.6500006206334,0.19,69.8000010401011,0.995752022188225,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,42.5500006340444,0.2,69.8000010401011,0.995619978940107,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,43.4000006467104,0.21,69.8000010401011,0.99552057894772,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,44.2800006598234,0.22,69.8000010401011,0.995444181719887,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,45.1333340058724,0.23,69.8000010401011,0.995396440407001,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,46.0000006854534,0.24,69.8000010401011,0.995375093787533,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,46.8333340312044,0.25,69.8000010401011,0.995380917905841,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,47.6666673769554,0.26,69.8000010401011,0.995412745763222,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,48.5333340565363,0.27,69.8000010401011,0.995472002210483,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,49.3913340693217,0.28,69.8000010401011,0.995555087120499,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,50.2166674149533,0.29,69.8000010401011,0.995656207964202,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,51.1000007614493,0.3,69.8000010401011,0.995785575676448,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,51.9500007741154,0.31,69.8000010401011,0.995928859553504,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,52.8666674544414,0.32,69.8000010401011,0.996101950551885,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,53.7666674678524,0.33,69.8000010401011,0.996288515247086,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,54.6500008143485,0.34,69.8000010401011,0.9964855633877,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,55.5833341615896,0.35,69.8000010401011,0.996706519081466,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,56.5000008419156,0.36,69.8000010401011,0.996934020819834,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,57.4000008553267,0.37,69.8000010401011,0.997165303476571,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,58.3500008694828,0.38,69.8000010401011,0.997415566648496,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,59.2666675498088,0.39,69.8000010401011,0.997660699941441,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,60.2000008970499,0.4,69.8000010401011,0.997911604776446,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,61.1000009104609,0.41,69.8000010401011,0.998152578487895,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,62.033334257702,0.42,69.8000010401011,0.998399145793358,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,62.9666676049431,0.43,69.8000010401011,0.998639951414323,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,63.9000009521842,0.44,69.8000010401011,0.998872594831276,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,64.8750009667129,0.45,69.8000010401011,0.999104303129092,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,65.8500009812415,0.46,69.8000010401011,0.999321741205162,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,66.8250009957701,0.47,69.8000010401011,0.999522166144796,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,67.8000010102988,0.48,69.8000010401011,0.99970283362415,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,68.8000010251999,0.49,69.8000010401011,0.999864733651466,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,69.8000010401011,0.5,69.8000010401011,1,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
PM10,mavg,4,70.8000010550022,0.51,69.8000010401011,1.00010634094867,lag5,Maximum lag = 5 days,1,lag5__PM10__mavg,17
